"label","n","parent","id"
"Morocco",19,"total -  Horror","total -  Horror  -  Morocco"
"Morocco",5,"total -  Music","total -  Music  -  Morocco"
"Morocco",56,"total -  Mystery","total -  Mystery  -  Morocco"
"Morocco",9,"total -  Reality TV","total -  Reality TV  -  Morocco"
"Morocco",79,"total -  Romance","total -  Romance  -  Morocco"
"Morocco",31,"total -  Sci Fi","total -  Sci Fi  -  Morocco"
"Morocco",7,"total -  Sport","total -  Sport  -  Morocco"
"Morocco",7,"total -  Talk Show","total -  Talk Show  -  Morocco"
"Morocco",84,"total -  Thriller","total -  Thriller  -  Morocco"
"Morocco",3,"total -  War","total -  War  -  Morocco"
"Morocco",3,"total -  Western","total -  Western  -  Morocco"
"Netherlands",162,"total -  Action","total -  Action  -  Netherlands"
"Netherlands",4,"total -  Adult","total -  Adult  -  Netherlands"
"Netherlands",122,"total -  Adventure","total -  Adventure  -  Netherlands"
"Netherlands",56,"total -  Animation","total -  Animation  -  Netherlands"
"Netherlands",18,"total -  Biography","total -  Biography  -  Netherlands"
"Netherlands",164,"total -  Comedy","total -  Comedy  -  Netherlands"
"Netherlands",145,"total -  Crime","total -  Crime  -  Netherlands"
"Netherlands",25,"total -  Documentary","total -  Documentary  -  Netherlands"
"Netherlands",335,"total -  Drama","total -  Drama  -  Netherlands"
"Netherlands",23,"total -  Family","total -  Family  -  Netherlands"
"Netherlands",38,"total -  Fantasy","total -  Fantasy  -  Netherlands"
"Netherlands",6,"total -  Game Show","total -  Game Show  -  Netherlands"
"Netherlands",6,"total -  History","total -  History  -  Netherlands"
"Netherlands",17,"total -  Horror","total -  Horror  -  Netherlands"
"Netherlands",2,"total -  Music","total -  Music  -  Netherlands"
"Netherlands",4,"total -  Musical","total -  Musical  -  Netherlands"
"Netherlands",52,"total -  Mystery","total -  Mystery  -  Netherlands"
"Netherlands",14,"total -  Reality TV","total -  Reality TV  -  Netherlands"
"Netherlands",85,"total -  Romance","total -  Romance  -  Netherlands"
"Netherlands",36,"total -  Sci Fi","total -  Sci Fi  -  Netherlands"
"Netherlands",10,"total -  Sport","total -  Sport  -  Netherlands"
"Netherlands",10,"total -  Talk Show","total -  Talk Show  -  Netherlands"
"Netherlands",68,"total -  Thriller","total -  Thriller  -  Netherlands"
"Netherlands",8,"total -  War","total -  War  -  Netherlands"
"Netherlands",5,"total -  Western","total -  Western  -  Netherlands"
"New Caledonia",260,"total -  Action","total -  Action  -  New Caledonia"
"New Caledonia",2,"total -  Adult","total -  Adult  -  New Caledonia"
"New Caledonia",140,"total -  Adventure","total -  Adventure  -  New Caledonia"
"New Caledonia",60,"total -  Animation","total -  Animation  -  New Caledonia"
"New Caledonia",5,"total -  Biography","total -  Biography  -  New Caledonia"
"New Caledonia",143,"total -  Comedy","total -  Comedy  -  New Caledonia"
"New Caledonia",142,"total -  Crime","total -  Crime  -  New Caledonia"
"New Caledonia",19,"total -  Documentary","total -  Documentary  -  New Caledonia"
"New Caledonia",332,"total -  Drama","total -  Drama  -  New Caledonia"
"New Caledonia",21,"total -  Family","total -  Family  -  New Caledonia"
"New Caledonia",54,"total -  Fantasy","total -  Fantasy  -  New Caledonia"
"New Caledonia",2,"total -  Game Show","total -  Game Show  -  New Caledonia"
"New Caledonia",2,"total -  History","total -  History  -  New Caledonia"
"New Caledonia",24,"total -  Horror","total -  Horror  -  New Caledonia"
"New Caledonia",14,"total -  Music","total -  Music  -  New Caledonia"
"New Caledonia",34,"total -  Mystery","total -  Mystery  -  New Caledonia"
"New Caledonia",6,"total -  Reality TV","total -  Reality TV  -  New Caledonia"
"New Caledonia",64,"total -  Romance","total -  Romance  -  New Caledonia"
"New Caledonia",33,"total -  Sci Fi","total -  Sci Fi  -  New Caledonia"
"New Caledonia",6,"total -  Sport","total -  Sport  -  New Caledonia"
"New Caledonia",4,"total -  Talk Show","total -  Talk Show  -  New Caledonia"
"New Caledonia",69,"total -  Thriller","total -  Thriller  -  New Caledonia"
"New Caledonia",3,"total -  War","total -  War  -  New Caledonia"
"New Caledonia",1,"total -  Western","total -  Western  -  New Caledonia"
"New Zealand",201,"total -  Action","total -  Action  -  New Zealand"
"New Zealand",2,"total -  Adult","total -  Adult  -  New Zealand"
"New Zealand",124,"total -  Adventure","total -  Adventure  -  New Zealand"
"New Zealand",69,"total -  Animation","total -  Animation  -  New Zealand"
"New Zealand",21,"total -  Biography","total -  Biography  -  New Zealand"
"New Zealand",166,"total -  Comedy","total -  Comedy  -  New Zealand"
"New Zealand",147,"total -  Crime","total -  Crime  -  New Zealand"
"New Zealand",35,"total -  Documentary","total -  Documentary  -  New Zealand"
"New Zealand",299,"total -  Drama","total -  Drama  -  New Zealand"
"New Zealand",22,"total -  Family","total -  Family  -  New Zealand"
"New Zealand",29,"total -  Fantasy","total -  Fantasy  -  New Zealand"
"New Zealand",7,"total -  Game Show","total -  Game Show  -  New Zealand"
"New Zealand",7,"total -  History","total -  History  -  New Zealand"
"New Zealand",23,"total -  Horror","total -  Horror  -  New Zealand"
"New Zealand",5,"total -  Music","total -  Music  -  New Zealand"
"New Zealand",2,"total -  Musical","total -  Musical  -  New Zealand"
"New Zealand",48,"total -  Mystery","total -  Mystery  -  New Zealand"
"New Zealand",20,"total -  Reality TV","total -  Reality TV  -  New Zealand"
"New Zealand",64,"total -  Romance","total -  Romance  -  New Zealand"
"New Zealand",38,"total -  Sci Fi","total -  Sci Fi  -  New Zealand"
"New Zealand",11,"total -  Sport","total -  Sport  -  New Zealand"
"New Zealand",9,"total -  Talk Show","total -  Talk Show  -  New Zealand"
"New Zealand",66,"total -  Thriller","total -  Thriller  -  New Zealand"
"New Zealand",7,"total -  War","total -  War  -  New Zealand"
"New Zealand",7,"total -  Western","total -  Western  -  New Zealand"
"Nicaragua",129,"total -  Action","total -  Action  -  Nicaragua"
"Nicaragua",4,"total -  Adult","total -  Adult  -  Nicaragua"
"Nicaragua",82,"total -  Adventure","total -  Adventure  -  Nicaragua"
"Nicaragua",39,"total -  Animation","total -  Animation  -  Nicaragua"
"Nicaragua",1,"total -  Biography","total -  Biography  -  Nicaragua"
"Nicaragua",188,"total -  Comedy","total -  Comedy  -  Nicaragua"
"Nicaragua",99,"total -  Crime","total -  Crime  -  Nicaragua"
"Nicaragua",21,"total -  Documentary","total -  Documentary  -  Nicaragua"
"Nicaragua",309,"total -  Drama","total -  Drama  -  Nicaragua"
"Nicaragua",16,"total -  Family","total -  Family  -  Nicaragua"
"Nicaragua",20,"total -  Fantasy","total -  Fantasy  -  Nicaragua"
"Nicaragua",23,"total -  Horror","total -  Horror  -  Nicaragua"
"Nicaragua",35,"total -  Music","total -  Music  -  Nicaragua"
"Nicaragua",2,"total -  Musical","total -  Musical  -  Nicaragua"
"Nicaragua",40,"total -  Mystery","total -  Mystery  -  Nicaragua"
"Nicaragua",3,"total -  Reality TV","total -  Reality TV  -  Nicaragua"
"Nicaragua",119,"total -  Romance","total -  Romance  -  Nicaragua"
"Nicaragua",17,"total -  Sci Fi","total -  Sci Fi  -  Nicaragua"
"Nicaragua",7,"total -  Sport","total -  Sport  -  Nicaragua"
"Nicaragua",5,"total -  Talk Show","total -  Talk Show  -  Nicaragua"
"Nicaragua",68,"total -  Thriller","total -  Thriller  -  Nicaragua"
"Nicaragua",2,"total -  War","total -  War  -  Nicaragua"
"Nicaragua",6,"total -  Western","total -  Western  -  Nicaragua"
"Nigeria",189,"total -  Action","total -  Action  -  Nigeria"
"Nigeria",6,"total -  Adult","total -  Adult  -  Nigeria"
"Nigeria",72,"total -  Adventure","total -  Adventure  -  Nigeria"
"Nigeria",8,"total -  Animation","total -  Animation  -  Nigeria"
"Nigeria",11,"total -  Biography","total -  Biography  -  Nigeria"
"Nigeria",140,"total -  Comedy","total -  Comedy  -  Nigeria"
"Nigeria",142,"total -  Crime","total -  Crime  -  Nigeria"
"Nigeria",19,"total -  Documentary","total -  Documentary  -  Nigeria"
"Nigeria",337,"total -  Drama","total -  Drama  -  Nigeria"
"Nigeria",13,"total -  Family","total -  Family  -  Nigeria"
"Nigeria",36,"total -  Fantasy","total -  Fantasy  -  Nigeria"
"Nigeria",6,"total -  Game Show","total -  Game Show  -  Nigeria"
"Nigeria",12,"total -  History","total -  History  -  Nigeria"
"Nigeria",14,"total -  Horror","total -  Horror  -  Nigeria"
"Nigeria",4,"total -  Music","total -  Music  -  Nigeria"
"Nigeria",66,"total -  Mystery","total -  Mystery  -  Nigeria"
"Nigeria",6,"total -  Reality TV","total -  Reality TV  -  Nigeria"
"Nigeria",113,"total -  Romance","total -  Romance  -  Nigeria"
"Nigeria",42,"total -  Sci Fi","total -  Sci Fi  -  Nigeria"
"Nigeria",5,"total -  Sport","total -  Sport  -  Nigeria"
"Nigeria",12,"total -  Talk Show","total -  Talk Show  -  Nigeria"
"Nigeria",60,"total -  Thriller","total -  Thriller  -  Nigeria"
"Nigeria",2,"total -  War","total -  War  -  Nigeria"
"Nigeria",2,"total -  Western","total -  Western  -  Nigeria"
"Norway",172,"total -  Action","total -  Action  -  Norway"
"Norway",3,"total -  Adult","total -  Adult  -  Norway"
"Norway",120,"total -  Adventure","total -  Adventure  -  Norway"
"Norway",49,"total -  Animation","total -  Animation  -  Norway"
"Norway",18,"total -  Biography","total -  Biography  -  Norway"
"Norway",178,"total -  Comedy","total -  Comedy  -  Norway"
"Norway",136,"total -  Crime","total -  Crime  -  Norway"
"Norway",36,"total -  Documentary","total -  Documentary  -  Norway"
"Norway",340,"total -  Drama","total -  Drama  -  Norway"
"Norway",24,"total -  Family","total -  Family  -  Norway"
"Norway",38,"total -  Fantasy","total -  Fantasy  -  Norway"
"Norway",6,"total -  Game Show","total -  Game Show  -  Norway"
"Norway",12,"total -  History","total -  History  -  Norway"
"Norway",18,"total -  Horror","total -  Horror  -  Norway"
"Norway",6,"total -  Music","total -  Music  -  Norway"
"Norway",43,"total -  Mystery","total -  Mystery  -  Norway"
"Norway",17,"total -  Reality TV","total -  Reality TV  -  Norway"
"Norway",90,"total -  Romance","total -  Romance  -  Norway"
"Norway",27,"total -  Sci Fi","total -  Sci Fi  -  Norway"
"Norway",10,"total -  Sport","total -  Sport  -  Norway"
"Norway",8,"total -  Talk Show","total -  Talk Show  -  Norway"
"Norway",52,"total -  Thriller","total -  Thriller  -  Norway"
"Norway",10,"total -  War","total -  War  -  Norway"
"Norway",11,"total -  Western","total -  Western  -  Norway"
"Oman",189,"total -  Action","total -  Action  -  Oman"
"Oman",5,"total -  Adult","total -  Adult  -  Oman"
"Oman",102,"total -  Adventure","total -  Adventure  -  Oman"
"Oman",21,"total -  Animation","total -  Animation  -  Oman"
"Oman",9,"total -  Biography","total -  Biography  -  Oman"
"Oman",130,"total -  Comedy","total -  Comedy  -  Oman"
"Oman",122,"total -  Crime","total -  Crime  -  Oman"
"Oman",17,"total -  Documentary","total -  Documentary  -  Oman"
"Oman",273,"total -  Drama","total -  Drama  -  Oman"
"Oman",18,"total -  Family","total -  Family  -  Oman"
"Oman",35,"total -  Fantasy","total -  Fantasy  -  Oman"
"Oman",4,"total -  Game Show","total -  Game Show  -  Oman"
"Oman",2,"total -  History","total -  History  -  Oman"
"Oman",29,"total -  Horror","total -  Horror  -  Oman"
"Oman",1,"total -  Music","total -  Music  -  Oman"
"Oman",44,"total -  Mystery","total -  Mystery  -  Oman"
"Oman",4,"total -  Reality TV","total -  Reality TV  -  Oman"
"Oman",55,"total -  Romance","total -  Romance  -  Oman"
"Oman",24,"total -  Sci Fi","total -  Sci Fi  -  Oman"
"Oman",4,"total -  Sport","total -  Sport  -  Oman"
"Oman",6,"total -  Talk Show","total -  Talk Show  -  Oman"
"Oman",77,"total -  Thriller","total -  Thriller  -  Oman"
"Oman",3,"total -  War","total -  War  -  Oman"
"Oman",3,"total -  Western","total -  Western  -  Oman"
"Pakistan",293,"total -  Action","total -  Action  -  Pakistan"
"Pakistan",4,"total -  Adult","total -  Adult  -  Pakistan"
"Pakistan",107,"total -  Adventure","total -  Adventure  -  Pakistan"
"Pakistan",22,"total -  Animation","total -  Animation  -  Pakistan"
"Pakistan",172,"total -  Comedy","total -  Comedy  -  Pakistan"
"Pakistan",229,"total -  Crime","total -  Crime  -  Pakistan"
"Pakistan",12,"total -  Documentary","total -  Documentary  -  Pakistan"
"Pakistan",369,"total -  Drama","total -  Drama  -  Pakistan"
"Pakistan",16,"total -  Family","total -  Family  -  Pakistan"
"Pakistan",35,"total -  Fantasy","total -  Fantasy  -  Pakistan"
"Pakistan",4,"total -  Game Show","total -  Game Show  -  Pakistan"
"Pakistan",1,"total -  History","total -  History  -  Pakistan"
"Pakistan",29,"total -  Horror","total -  Horror  -  Pakistan"
"Pakistan",1,"total -  Music","total -  Music  -  Pakistan"
"Pakistan",2,"total -  Musical","total -  Musical  -  Pakistan"
"Pakistan",90,"total -  Mystery","total -  Mystery  -  Pakistan"
"Pakistan",2,"total -  Reality TV","total -  Reality TV  -  Pakistan"
"Pakistan",54,"total -  Romance","total -  Romance  -  Pakistan"
"Pakistan",40,"total -  Sci Fi","total -  Sci Fi  -  Pakistan"
"Pakistan",3,"total -  Sport","total -  Sport  -  Pakistan"
"Pakistan",12,"total -  Talk Show","total -  Talk Show  -  Pakistan"
"Pakistan",83,"total -  Thriller","total -  Thriller  -  Pakistan"
"Pakistan",2,"total -  War","total -  War  -  Pakistan"
"Panama",143,"total -  Action","total -  Action  -  Panama"
"Panama",2,"total -  Adult","total -  Adult  -  Panama"
"Panama",110,"total -  Adventure","total -  Adventure  -  Panama"
"Panama",56,"total -  Animation","total -  Animation  -  Panama"
"Panama",5,"total -  Biography","total -  Biography  -  Panama"
"Panama",189,"total -  Comedy","total -  Comedy  -  Panama"
"Panama",119,"total -  Crime","total -  Crime  -  Panama"
"Panama",22,"total -  Documentary","total -  Documentary  -  Panama"
"Panama",319,"total -  Drama","total -  Drama  -  Panama"
"Panama",20,"total -  Family","total -  Family  -  Panama"
"Panama",24,"total -  Fantasy","total -  Fantasy  -  Panama"
"Panama",3,"total -  Game Show","total -  Game Show  -  Panama"
"Panama",2,"total -  History","total -  History  -  Panama"
"Panama",22,"total -  Horror","total -  Horror  -  Panama"
"Panama",24,"total -  Music","total -  Music  -  Panama"
"Panama",3,"total -  Musical","total -  Musical  -  Panama"
"Panama",36,"total -  Mystery","total -  Mystery  -  Panama"
"Panama",5,"total -  Reality TV","total -  Reality TV  -  Panama"
"Panama",120,"total -  Romance","total -  Romance  -  Panama"
"Panama",19,"total -  Sci Fi","total -  Sci Fi  -  Panama"
"Panama",5,"total -  Sport","total -  Sport  -  Panama"
"Panama",6,"total -  Talk Show","total -  Talk Show  -  Panama"
"Panama",72,"total -  Thriller","total -  Thriller  -  Panama"
"Panama",2,"total -  War","total -  War  -  Panama"
"Panama",6,"total -  Western","total -  Western  -  Panama"
"Paraguay",135,"total -  Action","total -  Action  -  Paraguay"
"Paraguay",4,"total -  Adult","total -  Adult  -  Paraguay"
"Paraguay",97,"total -  Adventure","total -  Adventure  -  Paraguay"
"Paraguay",50,"total -  Animation","total -  Animation  -  Paraguay"
"Paraguay",4,"total -  Biography","total -  Biography  -  Paraguay"
"Paraguay",197,"total -  Comedy","total -  Comedy  -  Paraguay"
"Paraguay",113,"total -  Crime","total -  Crime  -  Paraguay"
"Paraguay",23,"total -  Documentary","total -  Documentary  -  Paraguay"
"Paraguay",324,"total -  Drama","total -  Drama  -  Paraguay"
"Paraguay",16,"total -  Family","total -  Family  -  Paraguay"
"Paraguay",17,"total -  Fantasy","total -  Fantasy  -  Paraguay"
"Paraguay",1,"total -  Game Show","total -  Game Show  -  Paraguay"
"Paraguay",1,"total -  History","total -  History  -  Paraguay"
"Paraguay",22,"total -  Horror","total -  Horror  -  Paraguay"
"Paraguay",38,"total -  Music","total -  Music  -  Paraguay"
"Paraguay",1,"total -  Musical","total -  Musical  -  Paraguay"
"Paraguay",46,"total -  Mystery","total -  Mystery  -  Paraguay"
"Paraguay",4,"total -  Reality TV","total -  Reality TV  -  Paraguay"
"Paraguay",117,"total -  Romance","total -  Romance  -  Paraguay"
"Paraguay",17,"total -  Sci Fi","total -  Sci Fi  -  Paraguay"
"Paraguay",7,"total -  Sport","total -  Sport  -  Paraguay"
"Paraguay",7,"total -  Talk Show","total -  Talk Show  -  Paraguay"
"Paraguay",72,"total -  Thriller","total -  Thriller  -  Paraguay"
"Paraguay",2,"total -  War","total -  War  -  Paraguay"
"Paraguay",5,"total -  Western","total -  Western  -  Paraguay"
"Peru",155,"total -  Action","total -  Action  -  Peru"
"Peru",3,"total -  Adult","total -  Adult  -  Peru"
"Peru",114,"total -  Adventure","total -  Adventure  -  Peru"
"Peru",61,"total -  Animation","total -  Animation  -  Peru"
"Peru",2,"total -  Biography","total -  Biography  -  Peru"
"Peru",187,"total -  Comedy","total -  Comedy  -  Peru"
"Peru",103,"total -  Crime","total -  Crime  -  Peru"
"Peru",22,"total -  Documentary","total -  Documentary  -  Peru"
"Peru",292,"total -  Drama","total -  Drama  -  Peru"
"Peru",15,"total -  Family","total -  Family  -  Peru"
"Peru",25,"total -  Fantasy","total -  Fantasy  -  Peru"
"Peru",2,"total -  History","total -  History  -  Peru"
"Peru",23,"total -  Horror","total -  Horror  -  Peru"
"Peru",27,"total -  Music","total -  Music  -  Peru"
"Peru",1,"total -  Musical","total -  Musical  -  Peru"
"Peru",38,"total -  Mystery","total -  Mystery  -  Peru"
"Peru",3,"total -  Reality TV","total -  Reality TV  -  Peru"
"Peru",103,"total -  Romance","total -  Romance  -  Peru"
"Peru",28,"total -  Sci Fi","total -  Sci Fi  -  Peru"
"Peru",6,"total -  Sport","total -  Sport  -  Peru"
"Peru",5,"total -  Talk Show","total -  Talk Show  -  Peru"
"Peru",66,"total -  Thriller","total -  Thriller  -  Peru"
"Peru",2,"total -  War","total -  War  -  Peru"
"Peru",5,"total -  Western","total -  Western  -  Peru"
"Philippines",201,"total -  Action","total -  Action  -  Philippines"
"Philippines",3,"total -  Adult","total -  Adult  -  Philippines"
"Philippines",99,"total -  Adventure","total -  Adventure  -  Philippines"
"Philippines",31,"total -  Animation","total -  Animation  -  Philippines"
"Philippines",9,"total -  Biography","total -  Biography  -  Philippines"
"Philippines",166,"total -  Comedy","total -  Comedy  -  Philippines"
"Philippines",118,"total -  Crime","total -  Crime  -  Philippines"
"Philippines",20,"total -  Documentary","total -  Documentary  -  Philippines"
"Philippines",322,"total -  Drama","total -  Drama  -  Philippines"
"Philippines",34,"total -  Family","total -  Family  -  Philippines"
"Philippines",40,"total -  Fantasy","total -  Fantasy  -  Philippines"
"Philippines",1,"total -  Game Show","total -  Game Show  -  Philippines"
"Philippines",7,"total -  History","total -  History  -  Philippines"
"Philippines",38,"total -  Horror","total -  Horror  -  Philippines"
"Philippines",2,"total -  Music","total -  Music  -  Philippines"
"Philippines",2,"total -  Musical","total -  Musical  -  Philippines"
"Philippines",64,"total -  Mystery","total -  Mystery  -  Philippines"
"Philippines",4,"total -  Reality TV","total -  Reality TV  -  Philippines"
"Philippines",118,"total -  Romance","total -  Romance  -  Philippines"
"Philippines",51,"total -  Sci Fi","total -  Sci Fi  -  Philippines"
"Philippines",3,"total -  Sport","total -  Sport  -  Philippines"
"Philippines",5,"total -  Talk Show","total -  Talk Show  -  Philippines"
"Philippines",78,"total -  Thriller","total -  Thriller  -  Philippines"
"Philippines",3,"total -  War","total -  War  -  Philippines"
"Poland",150,"total -  Action","total -  Action  -  Poland"
"Poland",2,"total -  Adult","total -  Adult  -  Poland"
"Poland",171,"total -  Adventure","total -  Adventure  -  Poland"
"Poland",100,"total -  Animation","total -  Animation  -  Poland"
"Poland",6,"total -  Biography","total -  Biography  -  Poland"
"Poland",207,"total -  Comedy","total -  Comedy  -  Poland"
"Poland",148,"total -  Crime","total -  Crime  -  Poland"
"Poland",22,"total -  Documentary","total -  Documentary  -  Poland"
"Poland",312,"total -  Drama","total -  Drama  -  Poland"
"Poland",21,"total -  Family","total -  Family  -  Poland"
"Poland",38,"total -  Fantasy","total -  Fantasy  -  Poland"
"Poland",3,"total -  Game Show","total -  Game Show  -  Poland"
"Poland",3,"total -  History","total -  History  -  Poland"
"Poland",33,"total -  Horror","total -  Horror  -  Poland"
"Poland",4,"total -  Music","total -  Music  -  Poland"
"Poland",2,"total -  Musical","total -  Musical  -  Poland"
"Poland",51,"total -  Mystery","total -  Mystery  -  Poland"
"Poland",5,"total -  Reality TV","total -  Reality TV  -  Poland"
"Poland",76,"total -  Romance","total -  Romance  -  Poland"
"Poland",28,"total -  Sci Fi","total -  Sci Fi  -  Poland"
"Poland",11,"total -  Sport","total -  Sport  -  Poland"
"Poland",8,"total -  Talk Show","total -  Talk Show  -  Poland"
"Poland",82,"total -  Thriller","total -  Thriller  -  Poland"
"Poland",3,"total -  War","total -  War  -  Poland"
"Poland",4,"total -  Western","total -  Western  -  Poland"
"Portugal",161,"total -  Action","total -  Action  -  Portugal"
"Portugal",4,"total -  Adult","total -  Adult  -  Portugal"
"Portugal",112,"total -  Adventure","total -  Adventure  -  Portugal"
"Portugal",35,"total -  Animation","total -  Animation  -  Portugal"
"Portugal",5,"total -  Biography","total -  Biography  -  Portugal"
"Portugal",169,"total -  Comedy","total -  Comedy  -  Portugal"
"Portugal",115,"total -  Crime","total -  Crime  -  Portugal"
"Portugal",27,"total -  Documentary","total -  Documentary  -  Portugal"
"Portugal",312,"total -  Drama","total -  Drama  -  Portugal"
"Portugal",46,"total -  Family","total -  Family  -  Portugal"
"Portugal",26,"total -  Fantasy","total -  Fantasy  -  Portugal"
"Portugal",9,"total -  Game Show","total -  Game Show  -  Portugal"
"Portugal",5,"total -  History","total -  History  -  Portugal"
"Portugal",15,"total -  Horror","total -  Horror  -  Portugal"
"Portugal",57,"total -  Music","total -  Music  -  Portugal"
"Portugal",22,"total -  Musical","total -  Musical  -  Portugal"
"Portugal",33,"total -  Mystery","total -  Mystery  -  Portugal"
"Portugal",14,"total -  Reality TV","total -  Reality TV  -  Portugal"
"Portugal",94,"total -  Romance","total -  Romance  -  Portugal"
"Portugal",25,"total -  Sci Fi","total -  Sci Fi  -  Portugal"
"Portugal",11,"total -  Sport","total -  Sport  -  Portugal"
"Portugal",7,"total -  Talk Show","total -  Talk Show  -  Portugal"
"Portugal",66,"total -  Thriller","total -  Thriller  -  Portugal"
"Portugal",5,"total -  War","total -  War  -  Portugal"
"Portugal",5,"total -  Western","total -  Western  -  Portugal"
"Qatar",205,"total -  Action","total -  Action  -  Qatar"
"Qatar",4,"total -  Adult","total -  Adult  -  Qatar"
"Qatar",121,"total -  Adventure","total -  Adventure  -  Qatar"
"Qatar",29,"total -  Animation","total -  Animation  -  Qatar"
"Qatar",13,"total -  Biography","total -  Biography  -  Qatar"
"Qatar",157,"total -  Comedy","total -  Comedy  -  Qatar"
"Qatar",134,"total -  Crime","total -  Crime  -  Qatar"
"Qatar",20,"total -  Documentary","total -  Documentary  -  Qatar"
"Qatar",325,"total -  Drama","total -  Drama  -  Qatar"
"Qatar",19,"total -  Family","total -  Family  -  Qatar"
"Qatar",41,"total -  Fantasy","total -  Fantasy  -  Qatar"
"Qatar",11,"total -  Game Show","total -  Game Show  -  Qatar"
"Qatar",7,"total -  History","total -  History  -  Qatar"
"Qatar",29,"total -  Horror","total -  Horror  -  Qatar"
"Qatar",2,"total -  Music","total -  Music  -  Qatar"
"Qatar",1,"total -  Musical","total -  Musical  -  Qatar"
"Qatar",46,"total -  Mystery","total -  Mystery  -  Qatar"
"Qatar",14,"total -  Reality TV","total -  Reality TV  -  Qatar"
"Qatar",101,"total -  Romance","total -  Romance  -  Qatar"
"Qatar",27,"total -  Sci Fi","total -  Sci Fi  -  Qatar"
"Qatar",8,"total -  Sport","total -  Sport  -  Qatar"
"Qatar",10,"total -  Talk Show","total -  Talk Show  -  Qatar"
"Qatar",75,"total -  Thriller","total -  Thriller  -  Qatar"
"Qatar",3,"total -  War","total -  War  -  Qatar"
"Qatar",2,"total -  Western","total -  Western  -  Qatar"
"R<e9>union",207,"total -  Action","total -  Action  -  R<e9>union"
"R<e9>union",2,"total -  Adult","total -  Adult  -  R<e9>union"
"R<e9>union",134,"total -  Adventure","total -  Adventure  -  R<e9>union"
"R<e9>union",57,"total -  Animation","total -  Animation  -  R<e9>union"
"R<e9>union",3,"total -  Biography","total -  Biography  -  R<e9>union"
"R<e9>union",172,"total -  Comedy","total -  Comedy  -  R<e9>union"
"R<e9>union",117,"total -  Crime","total -  Crime  -  R<e9>union"
"R<e9>union",18,"total -  Documentary","total -  Documentary  -  R<e9>union"
"R<e9>union",326,"total -  Drama","total -  Drama  -  R<e9>union"
"R<e9>union",26,"total -  Family","total -  Family  -  R<e9>union"
"R<e9>union",53,"total -  Fantasy","total -  Fantasy  -  R<e9>union"
"R<e9>union",4,"total -  Game Show","total -  Game Show  -  R<e9>union"
"R<e9>union",2,"total -  History","total -  History  -  R<e9>union"
"R<e9>union",33,"total -  Horror","total -  Horror  -  R<e9>union"
"R<e9>union",37,"total -  Music","total -  Music  -  R<e9>union"
"R<e9>union",41,"total -  Mystery","total -  Mystery  -  R<e9>union"
"R<e9>union",6,"total -  Reality TV","total -  Reality TV  -  R<e9>union"
"R<e9>union",83,"total -  Romance","total -  Romance  -  R<e9>union"
"R<e9>union",33,"total -  Sci Fi","total -  Sci Fi  -  R<e9>union"
"R<e9>union",8,"total -  Sport","total -  Sport  -  R<e9>union"
"R<e9>union",7,"total -  Talk Show","total -  Talk Show  -  R<e9>union"
"R<e9>union",63,"total -  Thriller","total -  Thriller  -  R<e9>union"
"R<e9>union",1,"total -  War","total -  War  -  R<e9>union"
"R<e9>union",1,"total -  Western","total -  Western  -  R<e9>union"
"Romania",171,"total -  Action","total -  Action  -  Romania"
"Romania",6,"total -  Adult","total -  Adult  -  Romania"
"Romania",108,"total -  Adventure","total -  Adventure  -  Romania"
"Romania",25,"total -  Animation","total -  Animation  -  Romania"
"Romania",11,"total -  Biography","total -  Biography  -  Romania"
"Romania",161,"total -  Comedy","total -  Comedy  -  Romania"
"Romania",151,"total -  Crime","total -  Crime  -  Romania"
"Romania",23,"total -  Documentary","total -  Documentary  -  Romania"
"Romania",354,"total -  Drama","total -  Drama  -  Romania"
"Romania",27,"total -  Family","total -  Family  -  Romania"
"Romania",38,"total -  Fantasy","total -  Fantasy  -  Romania"
"Romania",9,"total -  Game Show","total -  Game Show  -  Romania"
"Romania",7,"total -  History","total -  History  -  Romania"
"Romania",23,"total -  Horror","total -  Horror  -  Romania"
"Romania",3,"total -  Music","total -  Music  -  Romania"
"Romania",2,"total -  Musical","total -  Musical  -  Romania"
"Romania",68,"total -  Mystery","total -  Mystery  -  Romania"
"Romania",14,"total -  Reality TV","total -  Reality TV  -  Romania"
"Romania",104,"total -  Romance","total -  Romance  -  Romania"
"Romania",22,"total -  Sci Fi","total -  Sci Fi  -  Romania"
"Romania",11,"total -  Sport","total -  Sport  -  Romania"
"Romania",9,"total -  Talk Show","total -  Talk Show  -  Romania"
"Romania",81,"total -  Thriller","total -  Thriller  -  Romania"
"Romania",4,"total -  War","total -  War  -  Romania"
"Romania",4,"total -  Western","total -  Western  -  Romania"
"Russia",251,"total -  Action","total -  Action  -  Russia"
"Russia",3,"total -  Adult","total -  Adult  -  Russia"
"Russia",134,"total -  Adventure","total -  Adventure  -  Russia"
"Russia",57,"total -  Animation","total -  Animation  -  Russia"
"Russia",3,"total -  Biography","total -  Biography  -  Russia"
"Russia",187,"total -  Comedy","total -  Comedy  -  Russia"
"Russia",213,"total -  Crime","total -  Crime  -  Russia"
"Russia",29,"total -  Documentary","total -  Documentary  -  Russia"
"Russia",347,"total -  Drama","total -  Drama  -  Russia"
"Russia",30,"total -  Family","total -  Family  -  Russia"
"Russia",36,"total -  Fantasy","total -  Fantasy  -  Russia"
