"parents","n","labels","id"
"R<e9>union",172," Comedy","R<e9>union  -   Comedy"
"R<e9>union",117," Crime","R<e9>union  -   Crime"
"R<e9>union",18," Documentary","R<e9>union  -   Documentary"
"R<e9>union",326," Drama","R<e9>union  -   Drama"
"R<e9>union",26," Family","R<e9>union  -   Family"
"R<e9>union",53," Fantasy","R<e9>union  -   Fantasy"
"R<e9>union",4," Game Show","R<e9>union  -   Game Show"
"R<e9>union",2," History","R<e9>union  -   History"
"R<e9>union",33," Horror","R<e9>union  -   Horror"
"R<e9>union",37," Music","R<e9>union  -   Music"
"R<e9>union",41," Mystery","R<e9>union  -   Mystery"
"R<e9>union",6," Reality TV","R<e9>union  -   Reality TV"
"R<e9>union",83," Romance","R<e9>union  -   Romance"
"R<e9>union",33," Sci Fi","R<e9>union  -   Sci Fi"
"R<e9>union",8," Sport","R<e9>union  -   Sport"
"R<e9>union",7," Talk Show","R<e9>union  -   Talk Show"
"R<e9>union",63," Thriller","R<e9>union  -   Thriller"
"R<e9>union",1," War","R<e9>union  -   War"
"R<e9>union",1," Western","R<e9>union  -   Western"
"Romania",171," Action","Romania  -   Action"
"Romania",6," Adult","Romania  -   Adult"
"Romania",108," Adventure","Romania  -   Adventure"
"Romania",25," Animation","Romania  -   Animation"
"Romania",11," Biography","Romania  -   Biography"
"Romania",161," Comedy","Romania  -   Comedy"
"Romania",151," Crime","Romania  -   Crime"
"Romania",23," Documentary","Romania  -   Documentary"
"Romania",354," Drama","Romania  -   Drama"
"Romania",27," Family","Romania  -   Family"
"Romania",38," Fantasy","Romania  -   Fantasy"
"Romania",9," Game Show","Romania  -   Game Show"
"Romania",7," History","Romania  -   History"
"Romania",23," Horror","Romania  -   Horror"
"Romania",3," Music","Romania  -   Music"
"Romania",2," Musical","Romania  -   Musical"
"Romania",68," Mystery","Romania  -   Mystery"
"Romania",14," Reality TV","Romania  -   Reality TV"
"Romania",104," Romance","Romania  -   Romance"
"Romania",22," Sci Fi","Romania  -   Sci Fi"
"Romania",11," Sport","Romania  -   Sport"
"Romania",9," Talk Show","Romania  -   Talk Show"
"Romania",81," Thriller","Romania  -   Thriller"
"Romania",4," War","Romania  -   War"
"Romania",4," Western","Romania  -   Western"
"Russia",251," Action","Russia  -   Action"
"Russia",3," Adult","Russia  -   Adult"
"Russia",134," Adventure","Russia  -   Adventure"
"Russia",57," Animation","Russia  -   Animation"
"Russia",3," Biography","Russia  -   Biography"
"Russia",187," Comedy","Russia  -   Comedy"
"Russia",213," Crime","Russia  -   Crime"
"Russia",29," Documentary","Russia  -   Documentary"
"Russia",347," Drama","Russia  -   Drama"
"Russia",30," Family","Russia  -   Family"
"Russia",36," Fantasy","Russia  -   Fantasy"
"Russia",2," History","Russia  -   History"
"Russia",18," Horror","Russia  -   Horror"
"Russia",6," Music","Russia  -   Music"
"Russia",47," Mystery","Russia  -   Mystery"
"Russia",62," Romance","Russia  -   Romance"
"Russia",29," Sci Fi","Russia  -   Sci Fi"
"Russia",8," Sport","Russia  -   Sport"
"Russia",12," Talk Show","Russia  -   Talk Show"
"Russia",72," Thriller","Russia  -   Thriller"
"Russia",2," War","Russia  -   War"
"Russia",2," Western","Russia  -   Western"
"Saudi Arabia",227," Action","Saudi Arabia  -   Action"
"Saudi Arabia",5," Adult","Saudi Arabia  -   Adult"
"Saudi Arabia",104," Adventure","Saudi Arabia  -   Adventure"
"Saudi Arabia",41," Animation","Saudi Arabia  -   Animation"
"Saudi Arabia",8," Biography","Saudi Arabia  -   Biography"
"Saudi Arabia",156," Comedy","Saudi Arabia  -   Comedy"
"Saudi Arabia",159," Crime","Saudi Arabia  -   Crime"
"Saudi Arabia",19," Documentary","Saudi Arabia  -   Documentary"
"Saudi Arabia",326," Drama","Saudi Arabia  -   Drama"
"Saudi Arabia",25," Family","Saudi Arabia  -   Family"
"Saudi Arabia",28," Fantasy","Saudi Arabia  -   Fantasy"
"Saudi Arabia",4," Game Show","Saudi Arabia  -   Game Show"
"Saudi Arabia",5," History","Saudi Arabia  -   History"
"Saudi Arabia",31," Horror","Saudi Arabia  -   Horror"
"Saudi Arabia",3," Music","Saudi Arabia  -   Music"
"Saudi Arabia",48," Mystery","Saudi Arabia  -   Mystery"
"Saudi Arabia",7," Reality TV","Saudi Arabia  -   Reality TV"
"Saudi Arabia",70," Romance","Saudi Arabia  -   Romance"
"Saudi Arabia",31," Sci Fi","Saudi Arabia  -   Sci Fi"
"Saudi Arabia",6," Sport","Saudi Arabia  -   Sport"
"Saudi Arabia",10," Talk Show","Saudi Arabia  -   Talk Show"
"Saudi Arabia",89," Thriller","Saudi Arabia  -   Thriller"
"Saudi Arabia",3," War","Saudi Arabia  -   War"
"Saudi Arabia",5," Western","Saudi Arabia  -   Western"
"Serbia",202," Action","Serbia  -   Action"
"Serbia",4," Adult","Serbia  -   Adult"
"Serbia",114," Adventure","Serbia  -   Adventure"
"Serbia",38," Animation","Serbia  -   Animation"
"Serbia",7," Biography","Serbia  -   Biography"
"Serbia",198," Comedy","Serbia  -   Comedy"
"Serbia",152," Crime","Serbia  -   Crime"
"Serbia",26," Documentary","Serbia  -   Documentary"
"Serbia",318," Drama","Serbia  -   Drama"
"Serbia",28," Family","Serbia  -   Family"
"Serbia",27," Fantasy","Serbia  -   Fantasy"
"Serbia",7," Game Show","Serbia  -   Game Show"
"Serbia",1," History","Serbia  -   History"
"Serbia",15," Horror","Serbia  -   Horror"
"Serbia",12," Music","Serbia  -   Music"
"Serbia",1," Musical","Serbia  -   Musical"
"Serbia",44," Mystery","Serbia  -   Mystery"
"Serbia",10," Reality TV","Serbia  -   Reality TV"
"Serbia",92," Romance","Serbia  -   Romance"
"Serbia",31," Sci Fi","Serbia  -   Sci Fi"
"Serbia",11," Sport","Serbia  -   Sport"
"Serbia",12," Talk Show","Serbia  -   Talk Show"
"Serbia",78," Thriller","Serbia  -   Thriller"
"Serbia",3," War","Serbia  -   War"
"Serbia",3," Western","Serbia  -   Western"
"Singapore",220," Action","Singapore  -   Action"
"Singapore",3," Adult","Singapore  -   Adult"
"Singapore",104," Adventure","Singapore  -   Adventure"
"Singapore",25," Animation","Singapore  -   Animation"
"Singapore",8," Biography","Singapore  -   Biography"
"Singapore",152," Comedy","Singapore  -   Comedy"
"Singapore",132," Crime","Singapore  -   Crime"
"Singapore",22," Documentary","Singapore  -   Documentary"
"Singapore",316," Drama","Singapore  -   Drama"
"Singapore",13," Family","Singapore  -   Family"
"Singapore",33," Fantasy","Singapore  -   Fantasy"
"Singapore",10," Game Show","Singapore  -   Game Show"
"Singapore",5," History","Singapore  -   History"
"Singapore",26," Horror","Singapore  -   Horror"
"Singapore",2," Music","Singapore  -   Music"
"Singapore",75," Mystery","Singapore  -   Mystery"
"Singapore",18," Reality TV","Singapore  -   Reality TV"
"Singapore",91," Romance","Singapore  -   Romance"
"Singapore",53," Sci Fi","Singapore  -   Sci Fi"
"Singapore",10," Sport","Singapore  -   Sport"
"Singapore",6," Talk Show","Singapore  -   Talk Show"
"Singapore",79," Thriller","Singapore  -   Thriller"
"Singapore",3," War","Singapore  -   War"
"Slovakia",187," Action","Slovakia  -   Action"
"Slovakia",5," Adult","Slovakia  -   Adult"
"Slovakia",142," Adventure","Slovakia  -   Adventure"
"Slovakia",67," Animation","Slovakia  -   Animation"
"Slovakia",17," Biography","Slovakia  -   Biography"
"Slovakia",191," Comedy","Slovakia  -   Comedy"
"Slovakia",138," Crime","Slovakia  -   Crime"
"Slovakia",42," Documentary","Slovakia  -   Documentary"
"Slovakia",307," Drama","Slovakia  -   Drama"
"Slovakia",30," Family","Slovakia  -   Family"
"Slovakia",36," Fantasy","Slovakia  -   Fantasy"
"Slovakia",12," Game Show","Slovakia  -   Game Show"
"Slovakia",4," History","Slovakia  -   History"
"Slovakia",23," Horror","Slovakia  -   Horror"
"Slovakia",11," Music","Slovakia  -   Music"
"Slovakia",48," Mystery","Slovakia  -   Mystery"
"Slovakia",16," Reality TV","Slovakia  -   Reality TV"
"Slovakia",74," Romance","Slovakia  -   Romance"
"Slovakia",17," Sci Fi","Slovakia  -   Sci Fi"
"Slovakia",13," Sport","Slovakia  -   Sport"
"Slovakia",11," Talk Show","Slovakia  -   Talk Show"
"Slovakia",54," Thriller","Slovakia  -   Thriller"
"Slovakia",3," War","Slovakia  -   War"
"Slovakia",3," Western","Slovakia  -   Western"
"Slovenia",175," Action","Slovenia  -   Action"
"Slovenia",3," Adult","Slovenia  -   Adult"
"Slovenia",119," Adventure","Slovenia  -   Adventure"
"Slovenia",40," Animation","Slovenia  -   Animation"
"Slovenia",9," Biography","Slovenia  -   Biography"
"Slovenia",197," Comedy","Slovenia  -   Comedy"
"Slovenia",116," Crime","Slovenia  -   Crime"
"Slovenia",32," Documentary","Slovenia  -   Documentary"
"Slovenia",266," Drama","Slovenia  -   Drama"
"Slovenia",29," Family","Slovenia  -   Family"
"Slovenia",32," Fantasy","Slovenia  -   Fantasy"
"Slovenia",11," Game Show","Slovenia  -   Game Show"
"Slovenia",1," History","Slovenia  -   History"
"Slovenia",23," Horror","Slovenia  -   Horror"
"Slovenia",11," Music","Slovenia  -   Music"
"Slovenia",1," Musical","Slovenia  -   Musical"
"Slovenia",38," Mystery","Slovenia  -   Mystery"
"Slovenia",15," Reality TV","Slovenia  -   Reality TV"
"Slovenia",83," Romance","Slovenia  -   Romance"
"Slovenia",36," Sci Fi","Slovenia  -   Sci Fi"
"Slovenia",12," Sport","Slovenia  -   Sport"
"Slovenia",7," Talk Show","Slovenia  -   Talk Show"
"Slovenia",56," Thriller","Slovenia  -   Thriller"
"Slovenia",3," War","Slovenia  -   War"
"Slovenia",4," Western","Slovenia  -   Western"
"South Africa",181," Action","South Africa  -   Action"
"South Africa",4," Adult","South Africa  -   Adult"
"South Africa",103," Adventure","South Africa  -   Adventure"
"South Africa",43," Animation","South Africa  -   Animation"
"South Africa",11," Biography","South Africa  -   Biography"
"South Africa",192," Comedy","South Africa  -   Comedy"
"South Africa",112," Crime","South Africa  -   Crime"
"South Africa",30," Documentary","South Africa  -   Documentary"
"South Africa",333," Drama","South Africa  -   Drama"
"South Africa",20," Family","South Africa  -   Family"
"South Africa",32," Fantasy","South Africa  -   Fantasy"
"South Africa",11," Game Show","South Africa  -   Game Show"
"South Africa",6," History","South Africa  -   History"
"South Africa",17," Horror","South Africa  -   Horror"
"South Africa",4," Music","South Africa  -   Music"
"South Africa",1," Musical","South Africa  -   Musical"
"South Africa",59," Mystery","South Africa  -   Mystery"
"South Africa",20," Reality TV","South Africa  -   Reality TV"
"South Africa",104," Romance","South Africa  -   Romance"
"South Africa",54," Sci Fi","South Africa  -   Sci Fi"
"South Africa",10," Sport","South Africa  -   Sport"
"South Africa",11," Talk Show","South Africa  -   Talk Show"
"South Africa",58," Thriller","South Africa  -   Thriller"
"South Africa",3," War","South Africa  -   War"
"South Africa",2," Western","South Africa  -   Western"
"South Korea",177," Action","South Korea  -   Action"
"South Korea",4," Adult","South Korea  -   Adult"
"South Korea",75," Adventure","South Korea  -   Adventure"
"South Korea",17," Animation","South Korea  -   Animation"
"South Korea",2," Biography","South Korea  -   Biography"
"South Korea",159," Comedy","South Korea  -   Comedy"
"South Korea",94," Crime","South Korea  -   Crime"
"South Korea",4," Documentary","South Korea  -   Documentary"
"South Korea",308," Drama","South Korea  -   Drama"
"South Korea",10," Family","South Korea  -   Family"
"South Korea",35," Fantasy","South Korea  -   Fantasy"
"South Korea",6," History","South Korea  -   History"
"South Korea",29," Horror","South Korea  -   Horror"
"South Korea",3," Music","South Korea  -   Music"
"South Korea",41," Mystery","South Korea  -   Mystery"
"South Korea",5," Reality TV","South Korea  -   Reality TV"
"South Korea",108," Romance","South Korea  -   Romance"
"South Korea",39," Sci Fi","South Korea  -   Sci Fi"
"South Korea",7," Sport","South Korea  -   Sport"
"South Korea",3," Talk Show","South Korea  -   Talk Show"
"South Korea",93," Thriller","South Korea  -   Thriller"
"South Korea",4," War","South Korea  -   War"
"South Korea",3," Western","South Korea  -   Western"
"Spain",170," Action","Spain  -   Action"
"Spain",3," Adult","Spain  -   Adult"
"Spain",116," Adventure","Spain  -   Adventure"
"Spain",30," Animation","Spain  -   Animation"
"Spain",3," Biography","Spain  -   Biography"
"Spain",179," Comedy","Spain  -   Comedy"
"Spain",139," Crime","Spain  -   Crime"
"Spain",23," Documentary","Spain  -   Documentary"
"Spain",316," Drama","Spain  -   Drama"
"Spain",24," Family","Spain  -   Family"
"Spain",32," Fantasy","Spain  -   Fantasy"
"Spain",5," Game Show","Spain  -   Game Show"
"Spain",5," History","Spain  -   History"
"Spain",25," Horror","Spain  -   Horror"
"Spain",23," Music","Spain  -   Music"
"Spain",1," Musical","Spain  -   Musical"
"Spain",46," Mystery","Spain  -   Mystery"
"Spain",10," Reality TV","Spain  -   Reality TV"
"Spain",109," Romance","Spain  -   Romance"
"Spain",32," Sci Fi","Spain  -   Sci Fi"
"Spain",11," Sport","Spain  -   Sport"
"Spain",9," Talk Show","Spain  -   Talk Show"
"Spain",60," Thriller","Spain  -   Thriller"
"Spain",3," War","Spain  -   War"
"Spain",6," Western","Spain  -   Western"
"Sri Lanka",184," Action","Sri Lanka  -   Action"
"Sri Lanka",4," Adult","Sri Lanka  -   Adult"
"Sri Lanka",78," Adventure","Sri Lanka  -   Adventure"
"Sri Lanka",21," Animation","Sri Lanka  -   Animation"
"Sri Lanka",6," Biography","Sri Lanka  -   Biography"
"Sri Lanka",181," Comedy","Sri Lanka  -   Comedy"
"Sri Lanka",148," Crime","Sri Lanka  -   Crime"
"Sri Lanka",19," Documentary","Sri Lanka  -   Documentary"
"Sri Lanka",361," Drama","Sri Lanka  -   Drama"
"Sri Lanka",24," Family","Sri Lanka  -   Family"
"Sri Lanka",32," Fantasy","Sri Lanka  -   Fantasy"
"Sri Lanka",7," Game Show","Sri Lanka  -   Game Show"
"Sri Lanka",1," History","Sri Lanka  -   History"
"Sri Lanka",18," Horror","Sri Lanka  -   Horror"
"Sri Lanka",1," Music","Sri Lanka  -   Music"
"Sri Lanka",77," Mystery","Sri Lanka  -   Mystery"
"Sri Lanka",6," Reality TV","Sri Lanka  -   Reality TV"
"Sri Lanka",105," Romance","Sri Lanka  -   Romance"
"Sri Lanka",42," Sci Fi","Sri Lanka  -   Sci Fi"
"Sri Lanka",5," Sport","Sri Lanka  -   Sport"
"Sri Lanka",8," Talk Show","Sri Lanka  -   Talk Show"
"Sri Lanka",63," Thriller","Sri Lanka  -   Thriller"
"Sri Lanka",4," War","Sri Lanka  -   War"
"Sweden",178," Action","Sweden  -   Action"
"Sweden",5," Adult","Sweden  -   Adult"
"Sweden",124," Adventure","Sweden  -   Adventure"
"Sweden",55," Animation","Sweden  -   Animation"
"Sweden",16," Biography","Sweden  -   Biography"
"Sweden",167," Comedy","Sweden  -   Comedy"
"Sweden",136," Crime","Sweden  -   Crime"
"Sweden",27," Documentary","Sweden  -   Documentary"
"Sweden",332," Drama","Sweden  -   Drama"
"Sweden",21," Family","Sweden  -   Family"
"Sweden",43," Fantasy","Sweden  -   Fantasy"
"Sweden",6," Game Show","Sweden  -   Game Show"
"Sweden",10," History","Sweden  -   History"
"Sweden",22," Horror","Sweden  -   Horror"
"Sweden",6," Music","Sweden  -   Music"
"Sweden",2," Musical","Sweden  -   Musical"
"Sweden",48," Mystery","Sweden  -   Mystery"
"Sweden",14," Reality TV","Sweden  -   Reality TV"
"Sweden",82," Romance","Sweden  -   Romance"
"Sweden",31," Sci Fi","Sweden  -   Sci Fi"
"Sweden",9," Sport","Sweden  -   Sport"
"Sweden",7," Talk Show","Sweden  -   Talk Show"
"Sweden",58," Thriller","Sweden  -   Thriller"
"Sweden",9," War","Sweden  -   War"
"Sweden",9," Western","Sweden  -   Western"
"Switzerland",182," Action","Switzerland  -   Action"
"Switzerland",3," Adult","Switzerland  -   Adult"
"Switzerland",123," Adventure","Switzerland  -   Adventure"
"Switzerland",32," Animation","Switzerland  -   Animation"
"Switzerland",10," Biography","Switzerland  -   Biography"
"Switzerland",179," Comedy","Switzerland  -   Comedy"
"Switzerland",153," Crime","Switzerland  -   Crime"
"Switzerland",37," Documentary","Switzerland  -   Documentary"
"Switzerland",335," Drama","Switzerland  -   Drama"
"Switzerland",41," Family","Switzerland  -   Family"
"Switzerland",54," Fantasy","Switzerland  -   Fantasy"
"Switzerland",5," Game Show","Switzerland  -   Game Show"
"Switzerland",4," History","Switzerland  -   History"
"Switzerland",20," Horror","Switzerland  -   Horror"
"Switzerland",12," Music","Switzerland  -   Music"
"Switzerland",56," Mystery","Switzerland  -   Mystery"
"Switzerland",10," Reality TV","Switzerland  -   Reality TV"
"Switzerland",88," Romance","Switzerland  -   Romance"
"Switzerland",33," Sci Fi","Switzerland  -   Sci Fi"
"Switzerland",13," Sport","Switzerland  -   Sport"
"Switzerland",11," Talk Show","Switzerland  -   Talk Show"
"Switzerland",63," Thriller","Switzerland  -   Thriller"
"Switzerland",4," War","Switzerland  -   War"
"Switzerland",5," Western","Switzerland  -   Western"
"Taiwan",194," Action","Taiwan  -   Action"
"Taiwan",3," Adult","Taiwan  -   Adult"
"Taiwan",102," Adventure","Taiwan  -   Adventure"
"Taiwan",29," Animation","Taiwan  -   Animation"
"Taiwan",12," Biography","Taiwan  -   Biography"
"Taiwan",165," Comedy","Taiwan  -   Comedy"
"Taiwan",110," Crime","Taiwan  -   Crime"
"Taiwan",15," Documentary","Taiwan  -   Documentary"
"Taiwan",351," Drama","Taiwan  -   Drama"
"Taiwan",13," Family","Taiwan  -   Family"
"Taiwan",41," Fantasy","Taiwan  -   Fantasy"
"Taiwan",1," Game Show","Taiwan  -   Game Show"
"Taiwan",4," History","Taiwan  -   History"
"Taiwan",18," Horror","Taiwan  -   Horror"
"Taiwan",3," Music","Taiwan  -   Music"
"Taiwan",82," Mystery","Taiwan  -   Mystery"
"Taiwan",1," Reality TV","Taiwan  -   Reality TV"
"Taiwan",154," Romance","Taiwan  -   Romance"
"Taiwan",55," Sci Fi","Taiwan  -   Sci Fi"
"Taiwan",12," Sport","Taiwan  -   Sport"
"Taiwan",3," Talk Show","Taiwan  -   Talk Show"
"Taiwan",61," Thriller","Taiwan  -   Thriller"
"Taiwan",3," War","Taiwan  -   War"
"Thailand",240," Action","Thailand  -   Action"
"Thailand",2," Adult","Thailand  -   Adult"
"Thailand",147," Adventure","Thailand  -   Adventure"
"Thailand",46," Animation","Thailand  -   Animation"
"Thailand",5," Biography","Thailand  -   Biography"
"Thailand",207," Comedy","Thailand  -   Comedy"
"Thailand",121," Crime","Thailand  -   Crime"
"Thailand",13," Documentary","Thailand  -   Documentary"
"Thailand",262," Drama","Thailand  -   Drama"
"Thailand",15," Family","Thailand  -   Family"
"Thailand",49," Fantasy","Thailand  -   Fantasy"
"Thailand",14," History","Thailand  -   History"
"Thailand",32," Horror","Thailand  -   Horror"
"Thailand",1," Music","Thailand  -   Music"
"Thailand",58," Mystery","Thailand  -   Mystery"
"Thailand",136," Romance","Thailand  -   Romance"
"Thailand",53," Sci Fi","Thailand  -   Sci Fi"
"Thailand",1," Sport","Thailand  -   Sport"
"Thailand",1," Talk Show","Thailand  -   Talk Show"
"Thailand",81," Thriller","Thailand  -   Thriller"
"Thailand",5," War","Thailand  -   War"
"Thailand",3," Western","Thailand  -   Western"
"Trinidad and Tobago",198," Action","Trinidad and Tobago  -   Action"
"Trinidad and Tobago",4," Adult","Trinidad and Tobago  -   Adult"
"Trinidad and Tobago",118," Adventure","Trinidad and Tobago  -   Adventure"
"Trinidad and Tobago",52," Animation","Trinidad and Tobago  -   Animation"
"Trinidad and Tobago",5," Biography","Trinidad and Tobago  -   Biography"
"Trinidad and Tobago",157," Comedy","Trinidad and Tobago  -   Comedy"
"Trinidad and Tobago",138," Crime","Trinidad and Tobago  -   Crime"
"Trinidad and Tobago",18," Documentary","Trinidad and Tobago  -   Documentary"
"Trinidad and Tobago",313," Drama","Trinidad and Tobago  -   Drama"
"Trinidad and Tobago",20," Family","Trinidad and Tobago  -   Family"
"Trinidad and Tobago",32," Fantasy","Trinidad and Tobago  -   Fantasy"
"Trinidad and Tobago",7," Game Show","Trinidad and Tobago  -   Game Show"
"Trinidad and Tobago",3," History","Trinidad and Tobago  -   History"
"Trinidad and Tobago",28," Horror","Trinidad and Tobago  -   Horror"
"Trinidad and Tobago",6," Music","Trinidad and Tobago  -   Music"
"Trinidad and Tobago",38," Mystery","Trinidad and Tobago  -   Mystery"
"Trinidad and Tobago",8," Reality TV","Trinidad and Tobago  -   Reality TV"
"Trinidad and Tobago",89," Romance","Trinidad and Tobago  -   Romance"
"Trinidad and Tobago",25," Sci Fi","Trinidad and Tobago  -   Sci Fi"
"Trinidad and Tobago",8," Sport","Trinidad and Tobago  -   Sport"
"Trinidad and Tobago",9," Talk Show","Trinidad and Tobago  -   Talk Show"
"Trinidad and Tobago",88," Thriller","Trinidad and Tobago  -   Thriller"
"Trinidad and Tobago",3," War","Trinidad and Tobago  -   War"
"Trinidad and Tobago",7," Western","Trinidad and Tobago  -   Western"
"Turkey",203," Action","Turkey  -   Action"
"Turkey",5," Adult","Turkey  -   Adult"
"Turkey",124," Adventure","Turkey  -   Adventure"
"Turkey",26," Animation","Turkey  -   Animation"
"Turkey",10," Biography","Turkey  -   Biography"
"Turkey",151," Comedy","Turkey  -   Comedy"
"Turkey",155," Crime","Turkey  -   Crime"
"Turkey",18," Documentary","Turkey  -   Documentary"
"Turkey",371," Drama","Turkey  -   Drama"
"Turkey",25," Family","Turkey  -   Family"
"Turkey",68," Fantasy","Turkey  -   Fantasy"
"Turkey",3," Game Show","Turkey  -   Game Show"
"Turkey",41," Horror","Turkey  -   Horror"
"Turkey",2," Music","Turkey  -   Music"
"Turkey",62," Mystery","Turkey  -   Mystery"
"Turkey",5," Reality TV","Turkey  -   Reality TV"
"Turkey",76," Romance","Turkey  -   Romance"
"Turkey",37," Sci Fi","Turkey  -   Sci Fi"
"Turkey",6," Sport","Turkey  -   Sport"
"Turkey",14," Talk Show","Turkey  -   Talk Show"
"Turkey",86," Thriller","Turkey  -   Thriller"
"Turkey",4," War","Turkey  -   War"
"Turkey",4," Western","Turkey  -   Western"
"Ukraine",213," Action","Ukraine  -   Action"
"Ukraine",3," Adult","Ukraine  -   Adult"
"Ukraine",138," Adventure","Ukraine  -   Adventure"
"Ukraine",63," Animation","Ukraine  -   Animation"
"Ukraine",11," Biography","Ukraine  -   Biography"
"Ukraine",200," Comedy","Ukraine  -   Comedy"
"Ukraine",173," Crime","Ukraine  -   Crime"
"Ukraine",31," Documentary","Ukraine  -   Documentary"
"Ukraine",324," Drama","Ukraine  -   Drama"
"Ukraine",30," Family","Ukraine  -   Family"
"Ukraine",32," Fantasy","Ukraine  -   Fantasy"
"Ukraine",2," Game Show","Ukraine  -   Game Show"
"Ukraine",2," History","Ukraine  -   History"
"Ukraine",18," Horror","Ukraine  -   Horror"
"Ukraine",8," Music","Ukraine  -   Music"
"Ukraine",1," Musical","Ukraine  -   Musical"
"Ukraine",43," Mystery","Ukraine  -   Mystery"
"Ukraine",2," Reality TV","Ukraine  -   Reality TV"
"Ukraine",73," Romance","Ukraine  -   Romance"
"Ukraine",32," Sci Fi","Ukraine  -   Sci Fi"
"Ukraine",8," Sport","Ukraine  -   Sport"
"Ukraine",14," Talk Show","Ukraine  -   Talk Show"
"Ukraine",65," Thriller","Ukraine  -   Thriller"
"Ukraine",2," War","Ukraine  -   War"
"Ukraine",5," Western","Ukraine  -   Western"
"United Arab Emirates",201," Action","United Arab Emirates  -   Action"
"United Arab Emirates",3," Adult","United Arab Emirates  -   Adult"
"United Arab Emirates",120," Adventure","United Arab Emirates  -   Adventure"
"United Arab Emirates",34," Animation","United Arab Emirates  -   Animation"
"United Arab Emirates",17," Biography","United Arab Emirates  -   Biography"
"United Arab Emirates",170," Comedy","United Arab Emirates  -   Comedy"
"United Arab Emirates",136," Crime","United Arab Emirates  -   Crime"
"United Arab Emirates",24," Documentary","United Arab Emirates  -   Documentary"
"United Arab Emirates",332," Drama","United Arab Emirates  -   Drama"
"United Arab Emirates",17," Family","United Arab Emirates  -   Family"
"United Arab Emirates",41," Fantasy","United Arab Emirates  -   Fantasy"
"United Arab Emirates",11," Game Show","United Arab Emirates  -   Game Show"
"United Arab Emirates",6," History","United Arab Emirates  -   History"
"United Arab Emirates",25," Horror","United Arab Emirates  -   Horror"
"United Arab Emirates",2," Music","United Arab Emirates  -   Music"
"United Arab Emirates",1," Musical","United Arab Emirates  -   Musical"
"United Arab Emirates",47," Mystery","United Arab Emirates  -   Mystery"
"United Arab Emirates",16," Reality TV","United Arab Emirates  -   Reality TV"
"United Arab Emirates",110," Romance","United Arab Emirates  -   Romance"
"United Arab Emirates",28," Sci Fi","United Arab Emirates  -   Sci Fi"
"United Arab Emirates",7," Sport","United Arab Emirates  -   Sport"
"United Arab Emirates",9," Talk Show","United Arab Emirates  -   Talk Show"
"United Arab Emirates",70," Thriller","United Arab Emirates  -   Thriller"
"United Arab Emirates",3," War","United Arab Emirates  -   War"
"United Arab Emirates",2," Western","United Arab Emirates  -   Western"
"United Kingdom",178," Action","United Kingdom  -   Action"
"United Kingdom",4," Adult","United Kingdom  -   Adult"
"United Kingdom",139," Adventure","United Kingdom  -   Adventure"
"United Kingdom",55," Animation","United Kingdom  -   Animation"
"United Kingdom",15," Biography","United Kingdom  -   Biography"
"United Kingdom",211," Comedy","United Kingdom  -   Comedy"
"United Kingdom",113," Crime","United Kingdom  -   Crime"
"United Kingdom",37," Documentary","United Kingdom  -   Documentary"
"United Kingdom",283," Drama","United Kingdom  -   Drama"
"United Kingdom",27," Family","United Kingdom  -   Family"
"United Kingdom",35," Fantasy","United Kingdom  -   Fantasy"
"United Kingdom",5," Game Show","United Kingdom  -   Game Show"
"United Kingdom",7," History","United Kingdom  -   History"
"United Kingdom",25," Horror","United Kingdom  -   Horror"
"United Kingdom",3," Music","United Kingdom  -   Music"
"United Kingdom",2," Musical","United Kingdom  -   Musical"
"United Kingdom",38," Mystery","United Kingdom  -   Mystery"
"United Kingdom",17," Reality TV","United Kingdom  -   Reality TV"
"United Kingdom",91," Romance","United Kingdom  -   Romance"
"United Kingdom",39," Sci Fi","United Kingdom  -   Sci Fi"
"United Kingdom",9," Sport","United Kingdom  -   Sport"
"United Kingdom",6," Talk Show","United Kingdom  -   Talk Show"
"United Kingdom",53," Thriller","United Kingdom  -   Thriller"
"United Kingdom",4," War","United Kingdom  -   War"
"United Kingdom",7," Western","United Kingdom  -   Western"
"United States",141," Action","United States  -   Action"
"United States",4," Adult","United States  -   Adult"
"United States",108," Adventure","United States  -   Adventure"
"United States",43," Animation","United States  -   Animation"
"United States",3," Biography","United States  -   Biography"
"United States",166," Comedy","United States  -   Comedy"
"United States",105," Crime","United States  -   Crime"
"United States",32," Documentary","United States  -   Documentary"
"United States",291," Drama","United States  -   Drama"
"United States",35," Family","United States  -   Family"
"United States",31," Fantasy","United States  -   Fantasy"
"United States",6," Game Show","United States  -   Game Show"
"United States",3," History","United States  -   History"
"United States",23," Horror","United States  -   Horror"
"United States",12," Music","United States  -   Music"
"United States",54," Mystery","United States  -   Mystery"
"United States",18," Reality TV","United States  -   Reality TV"
"United States",70," Romance","United States  -   Romance"
"United States",38," Sci Fi","United States  -   Sci Fi"
"United States",22," Sport","United States  -   Sport"
"United States",8," Talk Show","United States  -   Talk Show"
"United States",52," Thriller","United States  -   Thriller"
"United States",5," War","United States  -   War"
"United States",2," Western","United States  -   Western"
"Uruguay",132," Action","Uruguay  -   Action"
"Uruguay",2," Adult","Uruguay  -   Adult"
"Uruguay",99," Adventure","Uruguay  -   Adventure"
"Uruguay",44," Animation","Uruguay  -   Animation"
"Uruguay",11," Biography","Uruguay  -   Biography"
